0,1635.260000000002
1,1979.7266666666703
2,4176.786666666659
3,8104.676666666684
4,13470.623333333326
5,17593.163333333312
6,16397.786666666667
7,18757.016666666656
8,16949.36333333331
9,18468.18999999999
10,20305.856666666677
11,21145.003333333323
12,22763.963333333373
13,21569.523333333353
14,24597.353333333333
15,23965.776666666658
16,19994.463333333344
17,20896.583333333347
18,24131.703333333342
19,23133.856666666645
20,22429.126666666663
21,16764.08000000002
22,25854.973333333328
23,21535.673333333332
24,24021.930000000004
25,22329.523333333324
26,22592.446666666678
27,23330.216666666653
28,26405.11000000002
29,26956.43666666669
30,26005.823333333345
31,22273.94333333331
32,22278.07333333336
33,24198.083333333376
34,22269.33333333337
35,25268.10666666669
36,24543.266666666674
37,24801.606666666663
38,21668.873333333333
39,26061.496666666662
40,26251.499999999993
41,22069.72333333334
42,20042.673333333347
43,22448.43333333335
44,24887.626666666714
45,26999.416666666613
46,24345.90333333333
47,20714.156666666713
48,27304.300000000014
49,27501.77000000002
50,24802.633333333342
51,19291.18000000002
52,25165.579999999994
53,21382.14333333337
54,27709.00333333333
55,25043.13333333335
56,25157.723333333328
57,26443.233333333348
58,26427.98000000002
59,25491.836666666637
60,26004.736666666726
61,24802.496666666648
62,24211.29000000001
63,23298.43333333334
64,25806.739999999998
65,21886.63333333335
66,24583.72666666668
67,23299.120000000014
68,23310.090000000037
69,22074.583333333336
70,26219.393333333333
71,24101.06333333334
72,25726.01333333332
73,25273.95666666667
74,23056.686666666672
75,29073.250000000025
76,27132.883333333357
77,25376.569999999992
78,29544.050000000003
79,24789.803333333322
80,24515.223333333324
81,27942.616666666665
82,25608.1866666667
83,25269.099999999995
84,27928.510000000046
85,30354.376666666663
86,24820.783333333366
87,28015.20000000001
88,22465.92333333334
89,22912.480000000014
90,25496.82666666671
91,26730.033333333347
92,22582.89000000002
93,26135.07000000002
94,25305.55666666668
95,26014.76333333333
96,22502.016666666652
97,29447.4966666667
98,27280.79000000001
99,26815.46000000002
