972.9000000000049 348.50733333333346
2075.500000000009 412.43800000000033
1572.2000000000019 405.37000000000035
2952.300000000002 486.8226666666675
2449.500000000009 458.0446666666674
2449.500000000009 457.59533333333405
3008.300000000001 456.7193333333341
2952.300000000002 488.6626666666675
1993.400000000009 460.129333333334
2482.500000000009 493.15894039735156
3486.899999999986 474.6986754966893
2097.500000000009 506.2503311258288
2963.500000000002 495.1046666666675
1998.800000000009 460.4033333333341
1491.600000000001 450.33509933774894
2449.500000000009 455.3529801324512
8507.600000000035 545.810666666668
5965.399999999992 506.7073825503362
3956.0999999999985 488.7080536912758
8527.700000000037 544.4278145695375
13539.800000000028 532.7331125827825
19069.89999999999 639.2026666666671
17175.60000000007 770.6019867549686
20197.70000000006 1012.8113333333342
34743.400000000045 971.6673333333341
15135.399999999963 909.0093333333342
20197.70000000006 864.7172185430479
32713.20000000006 1200.972185430465
18047.699999999997 687.2413333333342
26135.100000000024 1026.044295302014
23143.399999999994 749.0160000000004
35258.800000000054 1011.7590604026852
23095.4 980.2033112582787
33223.0 1109.6906666666675
29179.3 960.0370860927151
30185.500000000062 1184.8380000000016
29179.3 1455.9633333333354
27148.000000000055 1069.673333333335
27148.000000000055 1751.8284768211931
29680.100000000053 1773.9649006622533
27661.800000000065 1574.7261744966447
32207.80000000005 2092.444966442953
23095.4 1705.2593333333332
31198.900000000023 2056.972000000001
34244.09999999998 3179.351333333334
26135.100000000024 2530.897986577182
32207.80000000005 3264.9873333333326
32207.80000000005 2708.4053333333363
41837.89999999998 2876.504
34743.400000000045 3035.903333333335
33223.0 3422.4800000000014
32207.80000000005 2467.460666666667
32207.80000000005 3749.759060402685
38293.4 3065.0845637583902
33737.19999999988 2882.8121621621613
30750.999999999996 2806.8653333333336
34743.400000000045 3177.046979865772
32713.20000000006 3161.2798657718145
30706.600000000002 3009.8319999999994
28683.000000000025 2735.670198675497
30185.500000000062 4313.519867549668
40321.50000000005 3874.8553333333352
33737.19999999988 3870.1563758389257
34232.299999999974 3852.0268456375857
31198.900000000023 3416.854000000004
36769.99999999998 2990.8000000000006
32713.20000000006 3380.1072847682162
38800.89999999989 2651.3256578947367
27661.800000000065 2961.677631578948
37265.500000000044 3368.8059999999978
35754.4 2925.767999999999
33737.19999999988 3191.9373333333333
31706.8 2680.006711409396
41332.9999999999 3145.5107382550327
31706.8 3377.2080000000024
39815.000000000044 4377.485333333334
39299.59999999998 4253.664000000002
50452.80000000004 4672.510000000004
